SPECIES_NR,FAMILIE,GENUS,SOORT,SYST_NIV,STLYST90,FLORA_90,STATUS,UHOKN50,UHOKN80,HERKMST1,HERKMST2,HERKMST3,UFK_40,UFK_90,UHOKV50,UHOKV80,LV_DUUR,LV_VORM1,LV_VORM2,LV_VORM3,GR_VORM1,GR_VORM2,GR_VORM3,ANAT_BLD,GRN_BLD,VORM_BLD,HGT_MIN,HGT_MAX,HGT_EXTR,GESL_BLM,BLMKLEUR,VR_TYPE,VR_KLEUR,ZAADMORF,WRTLDIEP,KIEMTIJD,BGNBLOEI,ENDBLOEI,GRONDWTR,LICHTIND,TEMPTIND,CONTIIND,VOCHTIND,ZUURGIND,STIKSIND,ZOUT_IND,ZWAREIND,MAAI_IND,STRO_MIN,STRO_MAX,STRO_EXT,OECO_GRP,ECOL_GRP,TRANSGR,WESTHOFF,ELLENBRG,ECOTP_01,ECOTP_02,ECOTP_03,ECOTP_04,ECOTP_05,ECOTP_06,ECOTP_07,ECOTP_08,ECOTP_09,ECOTP_10,SG_VOCHT,SG_TROFIE,SG_ZUURG,SG_ZOUT,ECOTPAMP,GEBRUIK1,GEBRUIK2,GEBRUIK3,GEBRUIK4,WETT_BES,REDLIST1,REDLIST2,BESTUIV1,BESTUIV2,BESTUIV3,ZBESTUIV,PLG_LIGG,PLG_NORD,PLG_WEST,PLG_MIDD,PLG_OOST,PLG_Z_O,PLG_ZUID,PLG_FRYK,PLG_AMER,PLG_EURO,PLG_AZIE,PLG_BRON,PLG_NOOT,PLG_MONT,R_SALINIT,R_ALKALIN,R_DOM_ANIO,R_CARBOGEH,R_TROFIEGR,IVERSEN,SKLEROTYP,SOCIO_HDB,SOCIO_ISZ,HOOFD_ISZ,OVERSPOEL,MAAI_IBN,TYPE,SOCSRTGRP1,SOCSRTGRP2,SOCSRTGRP3,SOC_GRP_ND,SOC_GRP_DG,RL2000LANG,RL2000KORT,RL2000_ZK,RL2000_TK,FF_WET,WW_C_N,WW_CA,WW_CL,WW_GHG,WW_GLG,WW_GVG,WW_K,WW_MG,WW_NH4,WW_NO3,WW_NTOT,WW_PH_H2O,WW_PO4,WW_PTOT,WW_VOCHT
6392,67,1,0,1,0,1,,,,6,,,,,,,,,,,30,,,,,,,,,,,51,,,,22,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
6393,83,35,0,1,0,1,,,,6,,,,,,,,,,,60,,,,,,,,,,,41,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
6394,104,18,0,1,0,1,,,,6,,,,,,,,,,,60,,,,,,,,,C,,43,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,2,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
6395,98,7,0,1,0,1,,,,6,,,,,,,,,,,60,,,,,,,,,,,41,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
6397,113,31,0,1,0,1,,,,6,,,,,,,,,,,60,,,,,,,,,,,32,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
6398,37,23,0,1,0,1,,,,6,,,,,,,,,,,60,,,,,,,,,,,43,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
6399,83,26,0,1,0,1,,,,6,,,,,,,,,,,60,,,,,,,,,,,41,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
6400,83,34,0,1,0,1,,,,6,,,,,,,,,,,60,,,,,,,,,,,41,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,2,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
6401,126,46,0,1,0,1,,,,6,,,,,,,,,,,50,,,,,,,,,,,31,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,2,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
6402,126,43,0,1,0,1,,,,6,,,,,,,,,,,50,,,,,,,,,,,31,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,2,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
6403,126,48,0,1,0,1,,,,6,,,,,,,,,,,50,,,,,,,,,,,31,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,17.7648,1630.56,28.8414,11.9057,76.0019,20.8511,124.530,209.876,13.5486,27.4328,4871.73,5.33805,0.20,699.905,34.8265
6405,112,3,0,1,0,1,,,,6,,,,,,,,,,,60,,,,,,,,,C,,43,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
6406,35,1,0,1,0,1,,,,6,,,,,,,,,,,60,,,,,,,,,,,51,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
6407,113,50,0,1,0,1,,,,6,,,,,,,,,,,60,,,,,,,,,,,32,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
6408,13,1,0,1,0,1,,,,6,,,,,,,,,,,50,,,,,,,,,E,,11,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
6409,83,12,0,1,0,1,,,,6,,,,,,,,,,,60,,,,,,,,,,,41,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,2,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
6410,106,1,0,1,0,1,,,,6,,,,,,,,,,,60,,,,,,,,,C,,43,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
6411,16,6,0,1,0,1,,,,6,,,,,,,,,,,80,,,,,,,,,A,,21,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,28.7597,14.8895,10.8331,126.661,219.783,66.9697,13.2535,7.70557,12.5383,0.15273,1683.56,3.30702,0.22,381.164,1.00000
6412,107,1,0,1,0,1,,,,6,,,,,,,,,,,60,,,,,,,,,,,43,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
6413,132,8,0,1,0,1,,,,6,,,,,,,,,,,60,,,,,,,,,C,,43,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,2,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
6414,126,7,0,1,0,1,,,,6,,,,,,,,,,,50,,,,,,,,,,,31,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,2,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,15.1100,224.619,33.2437,40.5774,78.6921,35.6801,40.1039,57.1004,4.55426,4.75800,605.514,6.49520,0.58,75.8388,11.1095
6415,58,1,0,1,0,1,,,,6,,,,,,,,,,,60,,,,,,,,,C,,43,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,2,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
6416,121,14,0,1,0,1,,,,6,,,,,,,,,,,60,,,,,,,,,C,,51,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,2,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
6417,32,1,0,1,0,1,,,,6,,,,,,,,,,,60,30,,,,,,,,D,,32,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,15.6783,2494.38,162.545,16.5023,64.8507,26.5353,112.565,115.827,5.92014,9.09241,2143.83,6.01813,0.69,514.933,18.0575
6418,12,1,0,1,0,1,,,,6,,,,,,,,G,H,,60,,,,,,,,,E,,11,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,2,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
6419,10,1,0,1,0,1,,,,6,,,,,,,,,,,60,,,,,,,,,E,,11,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
6420,19,2,0,1,0,1,,,,6,,,,,,,,,,,80,,,,,,,,,B,,43,,,,01,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,2,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,18.6015,616.631,26.2837,55.4869,119.852,81.1794,86.7267,90.3343,8.63282,23.1171,2631.68,5.42941,0.39,442.446,24.0992
6421,36,1,0,1,0,1,,,,6,,,,,,,,,,,60,,,,,,,,,C,,43,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
6422,119,2,0,1,0,1,,,,6,,,,,,,,,,,10,,,,,,,,,C,,52,,,,12/21,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,2,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,L,A,,,O,XVII,,H,,,,,,,,,,,13.3963,6249.08,535.630,-56.611,-25.045,-39.448,239.772,666.884,7.86777,6.43524,14186.9,6.41995,1.43,1379.35,54.0766
6423,50,9,0,1,0,1,,,,6,,,,,,,,,,,60,,,,,,,,,C,,32,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
6424,87,1,0,1,0,1,,,,6,,,,,,,,,,,60,,,,,,,,,C,,43,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,2,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
6425,101,13,0,1,0,1,,,,6,,,,,,,,,,,60,,,,,,,,,,,41,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
6426,50,21,0,1,0,1,,,,6,,,,,,,,,,,80,70,,,,,,,,,,52,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,2,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,19.8976,177.277,18.1586,79.3151,153.567,88.6819,43.5858,36.0727,10.1402,6.08025,1613.54,4.61852,0.38,294.661,13.8544
6427,6,1,0,1,0,1,,,,6,,,,,,,,,,,60,30,,,,,,,,E,,11,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
6428,126,8,0,1,0,1,,,,6,,,,,,,,,,,50,,,,,,,,,,,31,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
6430,113,11,0,1,0,1,,,,6,,,,,,,,,,,60,,,,,,,,,,,32,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,2,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
6431,98,4,0,1,0,1,,,,6,,,,,,,,,,,60,,,,,,,,,,,41,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
6432,40,9,0,1,0,1,,,,6,,,,,,,,,,,60,,,,,,,,,,,32,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
6433,84,1,0,1,0,1,,,,6,,,,,,,,,,,60,,,,,,,,,C,,43,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
6434,50,13,0,1,0,1,,,,6,,,,,,,,,,,80,,,,,,,,,,,53,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,2,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
6435,24,3,0,1,0,1,,,,6,,,,,,,,,,,80,,,,,,,,,A,,32,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,2,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,24.2715,7.36660,11.7694,123.946,212.744,72.3595,17.6631,9.66164,16.4918,0.50414,1814.91,3.09957,0.32,324.633,11.9127
6436,55,2,0,1,0,1,,,,6,,,,,,,,,,,60,,,,,,,,,C,,43,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
6437,40,12,0,1,0,1,,,,6,,,,,,,,,,,60,10,,,,,,,,,,32,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,15.0987,1790.17,347.129,-26.435,-0.1571,-16.979,140.225,280.753,6.75669,1.84733,5541.17,6.39288,0.70,437.896,41.8846
6438,44,47,0,1,0,1,,,,6,,,,,,,,,,,60,,,,,,,,,,,43,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
6439,44,44,0,1,0,1,,,,6,,,,,,,,,,,60,,,,,,,,,,,43,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
6440,45,1,0,1,0,1,,,,6,,,,,,,,,,,60,,,,,,,,,C,,43,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
6441,66,1,0,1,0,1,,,,6,,,,,,,,,,,70,,,,,,,,,,,52,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
6442,104,19,0,1,0,1,,,,6,,,,,,,,,,,60,,,,,,,,,C,,43,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,2,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,12.0598,1741.59,20.0427,17.0875,66.4977,23.5619,103.779,132.857,5.44212,2.35652,2304.26,6.25982,1.01,210.186,35.3729
6443,85,3,0,1,0,1,,,,6,,,,,,,,,,,70,,,,,,,,,C,,43,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,24.3153,25.2950,14.9425,125.756,207.866,100.824,24.8739,13.8746,12.1043,4.43106,1900.82,3.53412,0.22,582.895,6.27558
6445,131,6,0,1,0,1,,,,6,,,,,,,,,,,50,,,,,,,,,C,,32,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,28.8923,,9.44221,-47.496,-29.351,,,43.0859,8.24062,0.04045,1640.23,4.01805,0.07,170.367,
6446,48,6,0,1,0,1,,,,6,,,,,,,,,,,70,,,,,,,,,,,51,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,2,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,18.4147,474.991,24.3727,72.1794,133.310,105.400,73.0851,82.1660,10.2551,39.9963,2376.58,5.34071,0.22,419.498,23.0402
6447,51,6,0,1,0,1,,,,6,,,,,,,,,,,80,,,,,,,,,C,,43,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
6449,44,11,0,1,0,1,,,,6,,,,,,,,,,,60,,,,,,,,,,,43,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,2,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,11.5057,6446.81,505.416,-9.9319,29.9255,15.0182,369.045,255.874,5.63641,9.75684,9640.43,6.39606,0.98,1229.77,44.0785
6450,50,5,0,1,0,1,,,,6,,,,,,,,,,,70,,,,,,,,,,,62,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,2,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,17.5913,351.571,18.9490,74.5284,136.840,93.6216,54.9113,57.5534,6.41463,18.0371,1136.85,5.57302,0.40,212.667,15.3664
6451,94,5,0,1,0,1,,,,6,,,,,,,,,,,60,,,,,,,,,,,52,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
6452,50,4,0,1,0,1,,,,6,,,,,,,,,,,70,30,60,,,,,,,C,,52,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,20.4758,88.9699,21.5144,78.4706,157.905,73.2015,42.3382,31.2295,12.9454,10.5592,2278.05,4.26286,0.26,646.109,14.2144
6453,113,15,0,1,0,1,,,,6,,,,,,,,,,,60,,,,,,,,,,,32,,1,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
6454,32,4,0,1,0,1,,,,6,,,,,,,,,,,60,,,,,,,,,,,32,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,14.9680,532.888,234.475,41.6009,96.9939,66.2026,71.3693,63.9212,2.96962,5.52560,1424.87,5.98769,1.34,219.486,16.1572
6455,119,3,0,1,0,1,,,,6,,,,,,,,,,,10,,,,,,,,,C,,52,,,,,,,,,,,,,,,,,9,9,9,,,4,03A,,,,,,,,,,,,,,,,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
6456,37,9,0,1,0,1,,,,6,,,,,,,,,,,60,,,,,,,,,,,43,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,10.5519,,538.594,,,,,,,,342.851,7.18834,,45.8920,
6457,114,1,0,1,0,1,,,,6,,,,,,,,,,,10,,,,,,,,,A,,32,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
6458,33,9,0,1,0,1,,,,6,,,,,,,,,,,40,,,,,,,,,,,32,,,,12,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,1021.48,8.48928,,194.017,
6459,19,1,0,1,0,1,,,,6,,,,,,,,,,,70,80,,,,,,,,B,,43,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,2,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,16.6555,1014.65,232.477,2.48465,56.4354,12.6820,91.9472,181.068,8.46745,4.53911,2845.35,5.49213,0.38,374.417,27.6169
6460,33,11,0,1,0,1,,,,6,,,,,,,,,,,60,,,,,,,,,,,32,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
6461,101,21,0,1,0,1,,,,6,,,,,,,,,,,60,70,,,,,,,,,,41,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
6462,14,1,0,1,0,1,,,,6,,,,,,,,,,,10,,,,,,,,,E,,11,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
6463,108,1,0,1,0,1,,,,6,,,,,,,,,,,70,60,,,,,,,,C,,52,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,2,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,18.6263,249.020,19.5784,76.4469,144.962,98.7686,52.1263,49.6013,10.2847,32.7246,1065.24,5.24253,0.27,281.965,15.2535
6464,87,7,0,1,0,1,,,,6,,,,,,,,,,,60,,,,,,,,,C,,43,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
6465,50,7,0,1,0,1,,,,6,,,,,,,,,,,60,,,,,,,,,,,32,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,2,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
6466,83,2,0,1,0,1,,,,6,,,,,,,,,,,60,,,,,,,,,,,41,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
6467,37,21,0,1,0,1,,,,6,,,,,,,,,,,60,,,,,,,,,,,43,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
6469,101,14,0,1,0,1,,,,6,,,,,,,,,,,60,,,,,,,,,,,41,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
6470,48,1,0,1,0,1,,,,6,,,,,,,,,,,60,,,,,,,,,,,43,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
6471,111,4,0,1,0,1,,,,6,,,,,,,,,,,60,,,,,,,,,,,32,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
6472,83,6,0,1,0,1,,,,6,,,,,,,,,,,60,,,,,,,,,,,41,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
6473,117,1,0,1,0,1,,,,6,,,,,,,,,,,50,,,,,,,,,C,,43,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
6474,131,7,0,1,0,1,,,,6,,,,,,,,,,,50,,,,,,,,,C,,32,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,
